X,Y,class_hidr,CATEGORIA_SAL
1117690.0,1675048.0,A4,SALINIDAD_BAJA
1119649.0,1670939.0,A4,SALINIDAD_BAJA
1126731.0,1681442.0,A4,SALINIDAD_BAJA
1124570.0,1682342.0,A4,SALINIDAD_BAJA
1124638.0,1682448.0,A4,SALINIDAD_BAJA
1136509.0,1702571.0,A4,SALINIDAD_MEDIA
1132482.0,1702888.0,A4,SALINIDAD_BAJA
1279208.066,1796873.004,A3,SALINIDAD_MEDIA
1270460.419,1795397.819,A3,SALINIDAD_ALTA
1264949.761,1793125.868,A4,SALINIDAD_ALTA
1177720.724,1787760.555,A4,SALINIDAD_ALTA
1180687.328,1785057.331,A4,SALINIDAD_ALTA
1187967.948,1780093.152,A4,SALINIDAD_ALTA
1183305.671,1772177.026,A4,SALINIDAD_ALTA
1142571.56,1706464.324,A4,SALINIDAD_MEDIA
1143339.184,1706618.27,A3,SALINIDAD_MEDIA
1140831.339,1709327.362,A3,SALINIDAD_ALTA
1142881.953,1712569.514,A3,SALINIDAD_BAJA
1142523.595,1711894.864,B4,SALINIDAD_MEDIA
1136399.449,1695835.009,A4,SALINIDAD_BAJA
1137103.493,1695269.352,A4,SALINIDAD_MEDIA
1139230.716,1695075.394,A4,SALINIDAD_BAJA
1142257.945,1694701.02,A4,SALINIDAD_BAJA
1142005.707,1692597.736,A4,SALINIDAD_BAJA
1141496.428,1698730.05,A4,SALINIDAD_MEDIA
1141527.863,1697774.358,A4,SALINIDAD_MEDIA
1143312.004,1696119.337,A4,SALINIDAD_MEDIA
1138931.941,1698221.265,A4,SALINIDAD_BAJA
1143953.95,1704235.976,A3,SALINIDAD_BAJA
1143504.475,1704931.678,A3,SALINIDAD_BAJA
1135848.882,1693798.199,A4,SALINIDAD_BAJA
1136500.994,1693309.146,A4,SALINIDAD_BAJA
1137439.154,1694173.56,A4,SALINIDAD_MEDIA
1138621.615,1693268.775,A4,SALINIDAD_BAJA
1139220.727,1692392.305,A4,SALINIDAD_BAJA
1135110.065,1694695.66,A4,SALINIDAD_BAJA
1134668.087,1695065.73,A4,SALINIDAD_BAJA
1132971.719,1696152.964,A4,SALINIDAD_BAJA
1135717.122,1696296.275,A4,SALINIDAD_BAJA
1137404.693,1689289.88,A4,SALINIDAD_BAJA
1140011.009,1683627.33,A4,SALINIDAD_MEDIA
1141678.611,1685226.366,A4,SALINIDAD_BAJA
1138232.251,1683884.231,A4,SALINIDAD_BAJA
1111666.0,1733122.0,A3,SALINIDAD_MEDIA
1151765.0,1732587.0,A2,SALINIDAD_ALTA
1158688.0,1740582.0,A4,SALINIDAD_ALTA
1195794.0,1764930.0,A4,SALINIDAD_ALTA
1195502.0,1758923.0,A4,SALINIDAD_ALTA
1190829.0,1759432.0,A4,SALINIDAD_ALTA
1189097.0,1754888.0,A4,SALINIDAD_ALTA
1197824.0,1757198.0,A4,SALINIDAD_ALTA
1198179.0,1755912.0,A4,SALINIDAD_ALTA
1191299.0,1746181.0,A4,SALINIDAD_ALTA
1192414.0,1746420.0,A4,SALINIDAD_ALTA
1107780.0,1747321.0,A2,SALINIDAD_ALTA
1101919.0,1737287.0,A4,SALINIDAD_MEDIA
1102030.0,1737385.0,A4,SALINIDAD_BAJA
1058434.0,1735274.0,A4,SALINIDAD_BAJA
1059896.0,1735046.0,A4,SALINIDAD_BAJA
1077964.0,1734745.0,A4,SALINIDAD_BAJA
1084449.0,1734900.0,A4,SALINIDAD_ALTA
1084975.0,1735212.0,A3,SALINIDAD_BAJA
1083613.0,1735439.0,A4,SALINIDAD_ALTA
1078279.0,1732759.0,A4,SALINIDAD_BAJA
1106326.0,1745085.0,A2,SALINIDAD_MEDIA
1118090.0,1742814.0,A2,SALINIDAD_ALTA
1121200.0,1748647.0,A3,SALINIDAD_BAJA
1134175.0,1737751.0,A2,SALINIDAD_BAJA
1240347.0,1783838.0,A3,SALINIDAD_ALTA
1255905.0,1788141.0,A3,SALINIDAD_ALTA
1260665.0,1790561.0,A4,SALINIDAD_ALTA
1273827.0,1794325.0,A3,SALINIDAD_ALTA
1262470.0,1811696.0,B2,SALINIDAD_MEDIA
1312308.0,1832634.0,A4,SALINIDAD_ALTA
1302532.0,1840401.0,C2,SALINIDAD_MEDIA
1303980.0,1842259.0,A4,SALINIDAD_ALTA
1227387.0,1815279.0,A4,SALINIDAD_MEDIA
1228264.0,1815304.0,A4,SALINIDAD_MEDIA
1231122.0,1817406.0,A4,SALINIDAD_ALTA
1143557.0,1776214.0,A4,SALINIDAD_ALTA
1256976.0,1819569.0,A3,SALINIDAD_MEDIA
1265394.0,1815294.0,B2,SALINIDAD_ALTA
1154325.0,1716806.0,A3,SALINIDAD_MEDIA
1155067.0,1716782.0,A3,SALINIDAD_BAJA
1155840.0,1717576.0,A3,SALINIDAD_BAJA
1156593.0,1718279.0,A3,SALINIDAD_MEDIA
1157135.0,1718822.0,A3,SALINIDAD_MEDIA
1158157.0,1719956.0,A3,SALINIDAD_BAJA
1158472.0,1720222.0,A3,SALINIDAD_MEDIA
1158998.0,1720451.0,A3,SALINIDAD_MEDIA
1159932.0,1722134.0,A3,SALINIDAD_ALTA
1160140.0,1723072.0,A3,SALINIDAD_BAJA
1161699.0,1722694.0,A3,SALINIDAD_MEDIA
1161203.0,1723101.0,A3,SALINIDAD_BAJA
1106426.0,1742898.0,A2,SALINIDAD_MEDIA
1106150.0,1740538.0,A2,SALINIDAD_ALTA
1178841.395,1793660.735,A4,SALINIDAD_ALTA
1132643.892,1765264.65,A2,SALINIDAD_MEDIA
1181585.0,1765831.0,A4,SALINIDAD_MEDIA
1159912.0,1756861.0,A4,SALINIDAD_MEDIA
1225063.0,1817639.0,A3,SALINIDAD_MEDIA
1180025.0,1767278.0,A4,SALINIDAD_MEDIA
1171884.0,1757452.0,A4,SALINIDAD_MEDIA
1177928.0,1767110.0,A4,SALINIDAD_MEDIA
1117152.0,1657560.0,B4,SALINIDAD_MEDIA
1125437.0,1669834.0,A4,SALINIDAD_BAJA
1138629.0,1713505.0,A4,SALINIDAD_BAJA
