Tipo_de_Ca,X,Y,Uso_del_Su,pH_seco,Cond_Seco,T_Seco,STD_seco,Sal_seco,CE,SAL
Pozo,1148126.0,1733696.0,Ganadería,7.27,1446.0,30.7,708.9,0.774,1446.0,0.774
Aljibe,1145437.0,1735678.0,,7.2,892.8,30.8,438.0,0.49,892.8,0.49
Pozo,1145391.0,1736818.0,,7.81,2458.0,30.3,1205.0,1.315,2458.0,1.315
Pozo,1145462.0,1739838.0,,7.43,1430.0,30.3,701.1,0.767,1430.0,0.767
Aljibe,1149834.0,1759271.0,Rancheria-Ganaderia,7.13,2887.0,31.0,1415.0,1.55,2887.0,1.55
Aljibe,1149566.0,1758911.0,Otro,7.11,2870.0,32.0,1407.0,1.54,2870.0,1.54
Aljibe,1148283.0,1758356.0,Ganadería,6.75,1860.0,31.7,911.8,0.994,1860.0,0.994
Aljibe,1149467.0,1757427.0,Otro,7.11,2042.0,31.4,1001.0,1.091,2042.0,1.091
Aljibe,1147978.0,1757324.0,Otro,7.01,2550.0,31.2,1250.0,1.366,2550.0,1.366
Aljibe,1146619.0,1758087.0,Rancheria-Ganaderia,6.74,4974.0,31.0,2438.0,2.723,4974.0,2.723
Aljibe,1146180.0,1758404.0,Otro,7.19,4894.0,31.1,2399.0,2.679,4894.0,2.679
Pozo,1148085.0,1757105.0,Rancheria-Ganaderia,6.71,1666.0,31.2,816.9,0.891,1666.0,0.891
Aljibe,1149360.0,1756485.0,Otro,6.81,1465.0,32.2,718.3,0.786,1465.0,0.786
Aljibe,1151035.0,1756824.0,Rancheria-Ganaderia,7.13,1341.0,31.0,657.5,0.72,1341.0,0.72
Aljibe,1150752.0,1756170.0,Rancheria-Ganaderia,7.08,1251.0,30.8,613.6,0.674,1251.0,0.674
Aljibe,1150503.0,1755429.0,Otro,7.13,1075.0,30.3,527.5,0.583,1075.0,0.583
Aljibe,1148053.0,1755844.0,Otro,6.74,2093.0,29.3,1026.0,1.118,2093.0,1.118
Aljibe,1150070.0,1754893.0,Otro,6.79,9373.0,30.4,4593.0,5.314,9373.0,5.314
Aljibe,1152410.0,1754452.0,Otro,7.58,869.8,30.3,426.7,0.478,869.8,0.478
Aljibe,1151944.0,1751828.0,Otro,7.21,2959.0,30.4,1450.0,1.589,2959.0,1.589
Aljibe,1122981.0,1722936.0,Ganadería,6.93,457.1,29.8,224.5,0.272,457.1,0.272
Aljibe,1123011.0,1723496.0,,7.12,629.4,29.2,308.9,0.357,629.4,0.357
Aljibe,1124763.0,1722657.0,,6.41,546.7,34.8,268.4,0.316,546.7,0.316
Pozo,1125310.0,1723219.0,,6.95,640.3,33.7,314.2,0.362,640.3,0.362
Aljibe,1121448.0,1726915.0,,6.98,1358.0,30.5,666.0,0.729,1358.0,0.729
Aljibe,1121426.0,1730280.0,,7.48,5326.0,30.0,2606.0,2.929,5326.0,2.929
Aljibe,1123186.0,1726671.0,,6.86,2620.0,28.9,1284.0,1.404,2620.0,1.404
Aljibe,1123435.0,1725886.0,,7.55,1349.0,29.9,661.7,0.727,1349.0,0.727
Aljibe,1124525.0,1724918.0,,7.21,843.4,28.9,413.8,0.464,843.4,0.464
Aljibe,1127098.0,1724806.0,,6.97,723.7,31.0,355.1,0.404,723.7,0.404
Aljibe,1127311.0,1728608.0,,6.88,827.3,35.3,428.0,0.479,827.3,0.479
Aljibe,1127655.0,1730768.0,,7.19,450.7,30.9,221.3,0.269,450.7,0.269
Aljibe,1127741.0,1730797.0,,6.31,721.4,31.1,354.0,0.403,721.4,0.403
Aljibe,1128012.0,1733498.0,,6.47,313.9,25.0,154.3,0.202,313.9,0.202
Pozo,1128354.0,1734177.0,,7.35,362.9,30.9,178.3,0.226,362.9,0.226
Pozo,1126060.0,1738438.0,,7.33,1316.0,30.5,645.2,0.708,1316.0,0.708
Aljibe,1125555.0,1737887.0,,6.8,5351.0,31.7,2622.0,2.938,5351.0,2.938
Aljibe,1123263.0,1737438.0,,7.21,1137.0,25.0,557.5,0.612,1137.0,0.612
Aljibe,1121644.0,1738449.0,,6.77,979.1,29.6,480.2,0.534,979.1,0.534
Aljibe,1120073.0,1738441.0,,9.47,68.43,31.0,33.37,0.089,68.43,0.089
Pozo,1105185.0,1740294.0,,7.87,2219.0,32.2,1088.0,1.188,2219.0,1.188
Pozo,1106743.0,1739115.0,,7.13,1306.0,30.9,640.4,0.702,1306.0,0.702
Aljibe,1108615.0,1738615.0,,5.88,131.4,28.0,64.87,0.117,131.4,0.117
Aljibe,1109974.0,1738091.0,,7.7,691.0,28.5,339.1,0.387,691.0,0.387
Pozo,1110659.0,1737222.0,,7.22,2651.0,30.6,1299.0,1.421,2651.0,1.421
Pozo,1155526.0,1729039.0,,7.22,5026.0,31.0,2463.0,2.746,5026.0,2.746
Aljibe,1157311.0,1728913.0,,6.95,2641.0,30.1,1294.0,1.415,2641.0,1.415
Aljibe,1154306.0,1728917.0,,6.65,3616.0,32.0,1772.0,1.957,3616.0,1.957
Aljibe,1152927.0,1729084.0,,7.14,3938.0,30.0,1930.0,2.135,3938.0,2.135
Pozo,1152153.0,1729379.0,,7.56,15290.0,31.3,7492.0,8.988,15290.0,8.988
Pozo,1150919.0,1729283.0,,6.78,3979.0,25.0,1950.0,2.154,3979.0,2.154
Pozo,1148857.0,1729210.0,,7.34,2448.0,25.7,1200.0,1.31,2448.0,1.31
Aljibe,1147860.0,1729256.0,,7.05,3788.0,28.7,1825.0,2.014,3788.0,2.014
Pozo,1147436.0,1729299.0,,7.02,3850.0,24.5,1887.0,2.081,3850.0,2.081
Pozo,1143464.0,1729363.0,,7.43,1535.0,25.0,752.7,0.821,1535.0,0.821
Pozo,1146052.0,1729396.0,,6.69,2676.0,29.8,1312.0,1.433,2676.0,1.433
Aljibe,1142908.0,1730049.0,,7.06,1395.0,37.0,684.1,0.748,1395.0,0.748
Aljibe,1141096.0,1732083.0,,7.49,33030.0,30.0,16190.0,20.8,33030.0,20.8
Pozo,1140098.0,1732443.0,,7.54,1072.0,31.3,525.8,0.531,1072.0,0.531
Pozo,1137534.0,1729926.0,,6.54,547.7,30.4,268.9,0.315,547.7,0.315
Aljibe,1137497.0,1729943.0,,6.58,550.8,28.0,289.4,0.325,550.8,0.325
Aljibe,1137374.0,1731456.0,,6.44,713.9,25.0,350.3,0.398,713.9,0.398
Aljibe,1135797.0,1733273.0,,5.99,1337.0,25.0,655.4,0.717,1337.0,0.717
Pozo,1134800.0,1730747.0,,6.22,554.2,31.2,272.1,0.319,554.2,0.319
Pozo,1133193.0,1730836.0,,6.29,811.9,31.6,398.4,0.448,811.9,0.448
Pozo,1134018.0,1732054.0,,6.48,741.5,28.8,363.8,0.412,741.5,0.412
Aljibe,1134063.0,1732073.0,,6.95,1378.0,25.0,675.6,0.739,1378.0,0.739
Pozo,1131961.0,1729089.0,,7.63,8923.0,31.5,4373.0,5.04,8923.0,5.04
Aljibe,1136452.0,1728544.0,,6.6,436.5,30.3,214.4,0.262,436.5,0.262
Aljibe,1130802.0,1733778.0,,7.0,1731.0,30.3,848.8,0.924,1731.0,0.924
Pozo,1127402.0,1736197.0,,7.11,681.5,29.8,334.5,0.383,681.5,0.383
Aljibe,1115523.0,1737060.0,,6.88,441.8,30.1,217.0,0.254,441.8,0.254
Aljibe,1113283.0,1736385.0,,6.92,879.5,29.4,431.5,0.483,879.5,0.483
Aljibe,1109304.0,1735646.0,,8.4,1978.0,30.2,969.7,1.058,1978.0,1.058
Aljibe,1112908.0,1735683.0,,6.45,863.4,25.0,423.5,0.474,863.4,0.474
Aljibe,1095616.0,1742689.0,,7.89,3685.0,28.3,1806.0,1.991,3685.0,1.991
Pozo,1096982.0,1743256.0,,7.14,3906.0,30.9,1915.0,2.116,3906.0,2.116
Pozo,1098290.0,1742670.0,,6.62,3461.0,31.4,1696.0,1.869,3461.0,1.869
Pozo,1101388.0,1740667.0,,7.47,2584.0,25.0,1267.0,1.381,2584.0,1.381
Aljibe,1098788.0,1737260.0,,7.22,2448.0,25.0,1200.0,1.309,2448.0,1.309
Aljibe,1097101.0,1736482.0,,7.4,580.5,29.7,285.0,0.332,580.5,0.332
Aljibe,1086297.0,1737127.0,,7.29,1087.0,27.5,533.1,0.588,1087.0,0.588
Pozo,1087722.0,1739106.0,,7.7,8495.0,30.2,4163.0,4.787,8495.0,4.787
Aljibe,1111372.0,1693070.0,Forestal-Ganadería,0.0,0.0,0.0,0.0,0.0,581.7,0.32
Aljibe,1111043.0,1693766.0,,0.0,0.0,0.0,0.0,0.0,1961.0,1.079
Aljibe,1112241.0,1694898.0,Forestal-Ganadería,0.0,0.0,0.0,0.0,0.0,930.0,0.512
Aljibe,1111844.0,1694056.0,Forestal-Ganadería,0.0,0.0,0.0,0.0,0.0,994.2,0.547
Aljibe,1110112.0,1692248.0,Forestal-Ganadería,0.0,0.0,0.0,0.0,0.0,594.3,0.327
Aljibe,1114910.0,1689529.0,Forestal-Ganadería,0.0,0.0,0.0,0.0,0.0,1704.0,0.937
Aljibe,1118736.0,1691499.0,Forestal-Ganadería,0.0,0.0,0.0,0.0,0.0,1465.0,0.806
Aljibe,1119648.0,1690145.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1082.0,0.595
Aljibe,1120812.0,1690814.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1042.0,0.573
Aljibe,1118299.0,1688289.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1039.0,0.571
Pozo,1122690.0,1691986.0,Ganadería,0.0,0.0,0.0,0.0,0.0,922.8,0.508
Pozo,1123096.0,1692094.0,Agricultura-Ganadería,0.0,0.0,0.0,0.0,0.0,1961.0,1.079
Aljibe,1122094.0,1692581.0,Agricultura-Ganadería,0.0,0.0,0.0,0.0,0.0,935.2,0.514
Aljibe,1123092.0,1694143.0,,0.0,0.0,0.0,0.0,0.0,639.3,0.352
Pozo,1129253.0,1693489.0,Agricultura,0.0,0.0,0.0,0.0,0.0,4282.0,2.355
Pozo,1129972.0,1693307.0,Agricultura-Ganadería,0.0,0.0,0.0,0.0,0.0,1278.0,0.703
Aljibe,1129514.0,1693465.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1343.0,0.739
Pozo,1129592.0,1693560.0,,0.0,0.0,0.0,0.0,0.0,1919.0,1.055
Aljibe,1128616.0,1694743.0,Agricultura,0.0,0.0,0.0,0.0,0.0,666.7,0.367
Aljibe,1128077.0,1694357.0,Agricultura,0.0,0.0,0.0,0.0,0.0,635.5,0.35
Pozo,1127330.0,1693788.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1224.0,0.673
Pozo,1125086.0,1691623.0,Agricultura,0.0,0.0,0.0,0.0,0.0,804.2,0.442
Pozo,1124690.0,1689861.0,,0.0,0.0,0.0,0.0,0.0,910.5,0.501
Pozo,1124841.0,1690014.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1837.0,1.01
Aljibe,1101450.0,1683664.0,,0.0,0.0,0.0,0.0,0.0,114.1,0.063
Aljibe,1101965.0,1682703.0,Agricultura,0.0,0.0,0.0,0.0,0.0,589.5,0.324
Pozo,1105136.0,1683993.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1632.0,0.898
Aljibe,1116270.0,1682434.0,,0.0,0.0,0.0,0.0,0.0,220.4,0.121
Aljibe,1115600.0,1681036.0,,0.0,0.0,0.0,0.0,0.0,202.8,0.112
Aljibe,1115504.0,1679575.0,,0.0,0.0,0.0,0.0,0.0,288.8,0.159
Aljibe,1114620.0,1678303.0,Agricultura,0.0,0.0,0.0,0.0,0.0,180.8,0.099
Aljibe,1114024.0,1675735.0,,0.0,0.0,0.0,0.0,0.0,1339.0,0.736
Aljibe,1112806.0,1675671.0,Agricultura-Ganadería,0.0,0.0,0.0,0.0,0.0,1864.0,1.025
Pozo,1112403.0,1674637.0,,0.0,0.0,0.0,0.0,0.0,1434.0,0.789
Aljibe,1112912.0,1673788.0,,0.0,0.0,0.0,0.0,0.0,663.1,0.365
Aljibe,1113381.0,1672245.0,Ganadería,0.0,0.0,0.0,0.0,0.0,972.6,0.535
Pozo,1113101.0,1670280.0,Ganadería,0.0,0.0,0.0,0.0,0.0,2337.0,1.285
Aljibe,1112197.0,1670310.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1307.0,0.719
Aljibe,1113320.0,1682681.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,3101.0,1.706
Aljibe,1106838.0,1681022.0,,0.0,0.0,0.0,0.0,0.0,450.1,0.248
Aljibe,1107097.0,1678048.0,Agricultura,0.0,0.0,0.0,0.0,0.0,518.8,0.285
Aljibe,1106775.0,1678420.0,,0.0,0.0,0.0,0.0,0.0,2011.0,1.106
Aljibe,1107899.0,1678117.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,310.0,0.171
Aljibe,1108097.0,1677821.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,319.2,0.176
Aljibe,1108595.0,1677611.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,570.8,0.314
Aljibe,1109555.0,1676873.0,,0.0,0.0,0.0,0.0,0.0,285.1,0.157
Aljibe,1109788.0,1677816.0,,0.0,0.0,0.0,0.0,0.0,325.7,0.179
Aljibe,1105997.0,1672628.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,840.1,0.462
Aljibe,1107249.0,1675315.0,,0.0,0.0,0.0,0.0,0.0,350.0,0.193
Pozo,1107355.0,1668524.0,Ganadería,0.0,0.0,0.0,0.0,0.0,825.5,0.454
Aljibe,1108765.0,1668981.0,Ganadería,0.0,0.0,0.0,0.0,0.0,2342.0,1.288
Aljibe,1108315.0,1671086.0,Ganadería,0.0,0.0,0.0,0.0,0.0,407.3,0.224
Aljibe,1108901.0,1678799.0,Ganadería,0.0,0.0,0.0,0.0,0.0,412.1,0.227
Aljibe,1109692.0,1679326.0,Ganadería,0.0,0.0,0.0,0.0,0.0,496.8,0.273
Pozo,1112220.0,1681012.0,Ganadería,0.0,0.0,0.0,0.0,0.0,293.6,0.161
Pozo,1113208.0,1681556.0,Agricultura,0.0,0.0,0.0,0.0,0.0,213.6,0.117
Pozo,1111936.0,1681544.0,Agricultura,0.0,0.0,0.0,0.0,0.0,498.5,0.274
Aljibe,1107816.0,1675658.0,Agricultura,0.0,0.0,0.0,0.0,0.0,563.2,0.31
Aljibe,1115970.0,1679081.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,126.5,0.07
Pozo,1116939.0,1678505.0,Agricultura,0.0,0.0,0.0,0.0,0.0,202.8,0.112
Pozo,1116680.0,1677425.0,Ganadería,0.0,0.0,0.0,0.0,0.0,368.4,0.203
Aljibe,1120331.0,1677550.0,,0.0,0.0,0.0,0.0,0.0,2585.0,1.422
Pozo,1119897.0,1678436.0,Forestal,0.0,0.0,0.0,0.0,0.0,589.1,0.324
Aljibe,1117242.0,1680214.0,Ganadería,0.0,0.0,0.0,0.0,0.0,419.5,0.231
Pozo,1116709.0,1682160.0,,0.0,0.0,0.0,0.0,0.0,226.9,0.125
Aljibe,1116064.0,1685159.0,Agricultura,0.0,0.0,0.0,0.0,0.0,257.6,0.142
Aljibe,1116315.0,1684836.0,Agricultura,0.0,0.0,0.0,0.0,0.0,583.8,0.321
Aljibe,1116231.0,1684356.0,Agricultura,0.0,0.0,0.0,0.0,0.0,321.8,0.177
Pozo,1130022.0,1692419.0,Ganadería,0.0,0.0,0.0,0.0,0.0,4978.0,2.738
Pozo,1130351.0,1690905.0,Forestal,0.0,0.0,0.0,0.0,0.0,3299.0,1.814
Pozo,1130264.0,1690351.0,Agricultura,0.0,0.0,0.0,0.0,0.0,2868.0,1.577
Pozo,1130028.0,1690427.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,2308.0,1.269
Pozo,1129869.0,1689946.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1428.0,0.785
Pozo,1128827.0,1689683.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1250.0,0.688
Pozo,1128917.0,1688255.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,972.4,0.535
Pozo,1128867.0,1687413.0,Ganadería,0.0,0.0,0.0,0.0,0.0,887.4,0.488
Pozo,1128340.0,1686745.0,Agricultura,0.0,0.0,0.0,0.0,0.0,2133.0,1.173
Pozo,1129101.0,1685359.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1683.0,0.926
Pozo,1130102.0,1685592.0,,0.0,0.0,0.0,0.0,0.0,890.9,0.49
Pozo,1130550.0,1685088.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,1145.0,0.63
Pozo,1131580.0,1683407.0,Agricultura,0.0,0.0,0.0,0.0,0.0,928.3,0.511
Pozo,1132304.0,1682529.0,Ganadería,0.0,0.0,0.0,0.0,0.0,538.0,0.296
Pozo,1133220.0,1681862.0,,0.0,0.0,0.0,0.0,0.0,1352.0,0.744
Pozo,1131009.0,1682859.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1767.0,0.972
Pozo,1129994.0,1683476.0,Agricultura,0.0,0.0,0.0,0.0,0.0,708.4,0.39
Pozo,1128003.0,1682179.0,Agricultura,0.0,0.0,0.0,0.0,0.0,808.0,0.444
Pozo,1126436.0,1679634.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1549.0,0.852
Aljibe,1131864.0,1680343.0,Ganadería,0.0,0.0,0.0,0.0,0.0,643.1,0.354
Pozo,1131470.0,1679773.0,,0.0,0.0,0.0,0.0,0.0,548.7,0.302
Aljibe,1130527.0,1677255.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1632.0,0.898
Aljibe,1128738.0,1678854.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1403.0,0.772
Aljibe,1127487.0,1678413.0,Ganadería,0.0,0.0,0.0,0.0,0.0,846.4,0.466
Pozo,1125956.0,1678069.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1370.0,0.754
Aljibe,1124693.0,1677888.0,,0.0,0.0,0.0,0.0,0.0,2878.0,1.583
Aljibe,1123800.0,1677474.0,Forestal,0.0,0.0,0.0,0.0,0.0,1799.0,0.989
Pozo,1120682.0,1678403.0,,0.0,0.0,0.0,0.0,0.0,862.3,0.474
Pozo,1119874.0,1679916.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1343.0,0.739
Pozo,1120280.0,1686581.0,Ganadería,0.0,0.0,0.0,0.0,0.0,523.1,0.288
Aljibe,1120150.0,1685518.0,Ganadería,0.0,0.0,0.0,0.0,0.0,821.8,0.452
Pozo,1118927.0,1684543.0,Ganadería,0.0,0.0,0.0,0.0,0.0,345.3,0.19
Pozo,1120912.0,1684783.0,Ganadería,0.0,0.0,0.0,0.0,0.0,425.1,0.234
Pozo,1122350.0,1686936.0,Agricultura,0.0,0.0,0.0,0.0,0.0,856.4,0.471
Pozo,1123008.0,1687590.0,"Agricultura
Ganaderia",0.0,0.0,0.0,0.0,0.0,3984.0,2.191
Aljibe,1124783.0,1687850.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1620.0,0.891
Aljibe,1122066.0,1687721.0,Ganadería,0.0,0.0,0.0,0.0,0.0,845.3,0.465
Pozo,1123507.0,1689579.0,Ganadería,0.0,0.0,0.0,0.0,0.0,833.3,0.458
Pozo,1133246.0,1698438.0,Urbano,0.0,0.0,0.0,0.0,0.0,1151.0,0.633
Aljibe,1132053.0,1703239.0,"Forestal
Ganaderia",0.0,0.0,0.0,0.0,0.0,703.7,0.387
Pozo,1131102.0,1700000.0,Ganadería,0.0,0.0,0.0,0.0,0.0,704.7,0.388
Aljibe,1133198.0,1699283.0,Agricultura,0.0,0.0,0.0,0.0,0.0,369.5,0.203
Aljibe,1144979.0,1715603.0,Forestal,0.0,0.0,0.0,0.0,0.0,1640.0,0.902
Aljibe,1144218.0,1715513.0,,0.0,0.0,0.0,0.0,0.0,867.3,0.477
Aljibe,1138457.0,1699975.0,,0.0,0.0,0.0,0.0,0.0,1036.0,0.57
Pozo,1137708.0,1699608.0,Forestal,0.0,0.0,0.0,0.0,0.0,854.1,0.47
Aljibe,1137197.0,1698770.0,"Agricultura
Forestal",0.0,0.0,0.0,0.0,0.0,367.1,0.202
Aljibe,1136703.0,1698277.0,Agricultura,0.0,0.0,0.0,0.0,0.0,458.3,0.252
Pozo,1135767.0,1698007.0,Agricultura,0.0,0.0,0.0,0.0,0.0,281.7,0.155
Aljibe,1134578.0,1698127.0,Agricultura,0.0,0.0,0.0,0.0,0.0,440.2,2.242
Pozo,1133754.0,1694558.0,,0.0,0.0,0.0,0.0,0.0,465.7,0.256
Pozo,1134009.0,1693953.0,,0.0,0.0,0.0,0.0,0.0,489.2,0.269
Pozo,1133690.0,1693218.0,"Forestal
Ganaderia",0.0,0.0,0.0,0.0,0.0,602.1,0.331
Aljibe,1133819.0,1692243.0,Ganadería,0.0,0.0,0.0,0.0,0.0,2665.0,1.466
Pozo,1133642.0,1691634.0,Agricultura,0.0,0.0,0.0,0.0,0.0,1447.0,0.796
Pozo,1134916.0,1691281.0,Agricultura,0.0,0.0,0.0,0.0,0.0,565.7,0.311
Pozo,1134436.0,1690010.0,Agricultura,0.0,0.0,0.0,0.0,0.0,583.3,0.321
Aljibe,1102552.0,1646007.0,Agricultura,7.03,608.7,29.2,298.5,0.335,608.7,0.335
Aljibe,1103030.0,1647129.0,Agricultura,7.02,1618.0,25.0,793.5,0.89,1618.0,0.89
Aljibe,1102516.0,1647823.0,Ganadería,8.12,738.8,29.8,362.3,0.406,738.8,0.406
Aljibe,1104793.0,1646648.0,Ganadería,7.4,847.0,29.5,415.4,0.466,847.0,0.466
Aljibe,1103991.0,1646601.0,Forestal,7.37,858.3,30.0,420.9,0.472,858.3,0.472
Aljibe,1105598.0,1651483.0,Ganadería,7.41,733.9,30.2,359.9,0.404,733.9,0.404
Aljibe,1103285.0,1654803.0,Ganadería,7.72,2454.0,25.0,1203.0,1.35,2454.0,1.35
Pozo,1105024.0,1654390.0,Ganadería,6.56,736.2,29.5,361.1,0.405,736.2,0.405
Aljibe,1106788.0,1654247.0,Agricultura,6.69,1337.0,25.0,655.7,0.735,1337.0,0.735
Aljibe,1107892.0,1654858.0,Ganadería,6.49,598.7,29.6,293.6,0.329,598.7,0.329
Aljibe,1109114.0,1652409.0,Ganadería,7.85,427.0,29.9,209.4,0.235,427.0,0.235
Aljibe,1108754.0,1655137.0,Ganadería,6.17,526.6,30.7,258.3,0.29,526.6,0.29
Aljibe,1107491.0,1655513.0,Ganadería,6.93,1214.0,25.0,595.4,0.668,1214.0,0.668
Aljibe,1106821.0,1655722.0,Ganadería,6.98,570.8,29.3,279.9,0.314,570.8,0.314
Aljibe,1108258.0,1656490.0,Ganadería,6.77,652.4,28.9,320.0,0.359,652.4,0.359
Pozo,1108229.0,1656448.0,Ganadería,6.67,520.8,29.5,255.4,0.286,520.8,0.286
Aljibe,1108884.0,1656883.0,Ganadería,6.32,827.2,31.2,405.7,0.455,827.2,0.455
Manantial,1108364.0,1658631.0,Forestal,6.9,906.0,29.1,444.3,0.498,906.0,0.498
Aljibe,1109834.0,1657621.0,Ganadería,7.11,1212.0,25.0,594.4,0.667,1212.0,0.667
Aljibe,1110436.0,1656614.0,Agricultura-Ganadería,6.26,547.3,30.3,268.4,0.301,547.3,0.301
Aljibe,1108965.0,1659241.0,Ganadería,6.51,752.9,25.0,369.3,0.414,752.9,0.414
Aljibe,1109130.0,1662793.0,Ganadería,6.68,909.6,31.2,446.1,0.5,909.6,0.5
Aljibe,1108936.0,1661819.0,Ganadería,7.03,3409.0,25.0,1672.0,1.872,3409.0,1.872
Pozo,1108556.0,1661037.0,Ganadería,7.37,537.6,32.6,263.7,0.296,537.6,0.296
Aljibe,1110730.0,1659448.0,Ganadería,6.59,618.7,33.5,303.4,0.34,618.7,0.34
Aljibe,1111504.0,1659667.0,Ganadería,6.37,568.7,31.1,278.9,0.313,568.7,0.313
Aljibe,1113803.0,1659368.0,Forestal,6.42,600.7,29.6,294.6,0.33,600.7,0.33
Aljibe,1112226.0,1661442.0,Ganadería,6.64,530.4,29.0,260.1,0.292,530.4,0.292
Aljibe,1110674.0,1661089.0,Ganadería,7.12,753.9,25.0,369.7,0.415,753.9,0.415
Aljibe,1110710.0,1662104.0,Ganadería,6.72,851.2,29.4,417.5,0.468,851.2,0.468
Aljibe,1114036.0,1662183.0,Ganadería,6.52,733.6,29.8,359.8,0.403,733.6,0.403
Aljibe,1113229.0,1660270.0,Ganadería,6.44,525.9,29.8,357.9,0.289,525.9,0.289
Pozo,1114371.0,1660033.0,Ganadería,6.57,524.3,31.0,257.1,0.288,524.3,0.288
Aljibe,1115466.0,1659059.0,Ganadería,6.43,522.0,29.6,256.0,0.287,522.0,0.287
Aljibe,1115707.0,1659950.0,Ganadería,6.53,405.5,27.7,198.9,0.223,405.5,0.223
Pozo,1116357.0,1658959.0,Agricultura,7.35,389.2,33.0,190.9,0.214,389.2,0.214
Aljibe,1116422.0,1657570.0,Agricultura,6.7,889.0,25.0,436.0,0.489,889.0,0.489
Aljibe,1116833.0,1658252.0,Ganadería,6.66,446.4,27.4,218.9,0.246,446.4,0.246
Aljibe,1117585.0,1659161.0,Agricultura,6.36,526.3,25.0,258.1,0.289,526.3,0.289
Aljibe,1117794.0,1660827.0,Forestal,6.53,1194.0,20.2,585.6,0.657,1194.0,0.657
Aljibe,1116122.0,1659936.0,Agricultura-Ganadería,6.33,816.4,29.7,400.4,0.449,816.4,0.449
Aljibe,1115992.0,1660765.0,Ganadería,6.47,774.9,30.7,380.0,0.246,774.9,0.246
Aljibe,1116691.0,1660465.0,Ganadería,6.44,652.8,29.8,320.2,0.359,652.8,0.359
Aljibe,1117691.0,1662674.0,Ganadería,6.35,567.5,28.6,278.3,0.312,567.5,0.312
Aljibe,1117111.0,1662399.0,Ganadería,6.34,611.1,31.1,299.7,0.336,611.1,0.336
Aljibe,1117603.0,1661668.0,Ganadería,6.37,678.0,29.6,332.5,0.373,678.0,0.373
Aljibe,1118173.0,1661063.0,Ganadería,6.55,1440.0,25.0,706.2,0.792,1440.0,0.792
Aljibe,1118894.0,1662650.0,Agricultura,6.28,688.0,28.9,337.4,0.378,688.0,0.378
Aljibe,1112069.0,1665863.0,Forestal,6.77,951.7,25.0,466.7,0.523,951.7,0.523
Aljibe,1113817.0,1664745.0,Ganadería,7.11,986.2,25.0,483.7,0.542,986.2,0.542
Aljibe,1114514.0,1663617.0,Ganadería,6.87,1059.0,28.7,519.4,0.582,1059.0,0.582
Aljibe,1116460.0,1662303.0,Ganadería,6.52,487.5,29.0,239.1,0.268,487.5,0.268
Aljibe,1118049.0,1662838.0,Agricultura,6.84,507.2,28.5,248.7,0.279,507.2,0.279
Aljibe,1117669.0,1664283.0,Agricultura,7.29,590.5,25.0,289.6,0.325,590.5,0.325
Pozo,1108977.0,1668251.0,Urbano,7.94,1022.0,31.1,501.2,0.562,1022.0,0.562
Pozo,1109730.0,1668192.0,Ganadería,8.11,1006.0,29.1,493.4,0.553,1006.0,0.553
Aljibe,1112009.0,1667737.0,Agricultura-Ganadería,7.41,649.1,32.4,318.3,0.357,649.1,0.357
Pozo,1111678.0,1666265.0,Ganadería,7.57,648.4,30.2,318.0,0.357,648.4,0.357
Aljibe,1113058.0,1668630.0,Ganadería,8.21,1532.0,28.7,751.4,0.843,1532.0,0.843
Aljibe,1113818.0,1667224.0,Ganadería,8.1,3222.0,29.5,1580.0,1.772,3222.0,1.772
Aljibe,1114491.0,1666948.0,Ganadería,7.15,658.6,30.2,323.0,0.362,658.6,0.362
Aljibe,1115181.0,1666902.0,Ganadería,7.19,577.5,31.0,283.2,0.318,577.5,0.318
Aljibe,1115789.0,1666285.0,Ganadería,7.13,588.4,29.8,288.6,0.324,588.4,0.324
